time_created,model_type,model_id,model_path,dataset,layer_depth,hidden_layer_1,hidden_layer_2,hidden_layer_3,hidden_layer_4,hidden_layer_5,hidden_layer_6,hidden_layer_7,hidden_layer_8,hidden_layer_9,training_time,loss,iterations,mse,rmse,mae,mae_percentage,max_error,r2
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_25_identity_ds1fe1,Models/neural_networks/mlp_regressor/activation_testing/MLPRegressor_25_identity_ds1fe1/model.pkl,ds1fe1,1,25,0,0,0,0,0,0,0,0,8.559,0.0053600872809025,534,0.0066543060868991,0.0815739301915701,0.0642577748923103,5039.864517477115,39566.87779538134,0.7727852987474704
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_25_logistic_ds1fe1,Models/neural_networks/mlp_regressor/activation_testing/MLPRegressor_25_logistic_ds1fe1/model.pkl,ds1fe1,1,25,0,0,0,0,0,0,0,0,21.453,3.982334544445669e-05,1093,4.318051760240498e-05,0.0065711884467275,0.0047128590439687,374.3695878719244,3334.706238561225,0.9985255790342624
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_25_relu_ds1fe1,Models/neural_networks/mlp_regressor/activation_testing/MLPRegressor_25_relu_ds1fe1/model.pkl,ds1fe1,1,25,0,0,0,0,0,0,0,0,11.204,0.0022989964887643,616,0.003325059978751,0.0576633330527389,0.0451703916235499,3512.912704059448,26226.084517371102,0.8864641181435748
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_25_tanh_ds1fe1,Models/neural_networks/mlp_regressor/activation_testing/MLPRegressor_25_tanh_ds1fe1/model.pkl,ds1fe1,1,25,0,0,0,0,0,0,0,0,6.904,7.849990390139097e-05,368,0.0001197583942288,0.0109434178495065,0.0080329668150447,631.1869222933651,10794.248690596974,0.995910788080402
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-25_x1_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-25/MLPRegressor_-25_x1_ds1/model.pkl,ds1,1,25,0,0,0,0,0,0,0,0,46.737,0.0005134494556445,2426,0.0007324966743793,0.0270646757671199,0.0195486417063298,1527.3866046410592,17613.489659868,0.9749885245938352
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-25_x1_ds1fe1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-25/MLPRegressor_-25_x1_ds1fe1/model.pkl,ds1fe1,1,25,0,0,0,0,0,0,0,0,21.549,3.993805217878522e-05,1124,4.0809151453847126e-05,0.0063882040867404,0.0045543443733308,361.85954620477736,3266.85807022038,0.9986065505501452
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-25_x2_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-25/MLPRegressor_-25_x2_ds1/model.pkl,ds1,2,50,25,0,0,0,0,0,0,0,98.225,0.0002793297528006,2503,0.0001508711567727,0.0122829620520753,0.0087556984283492,691.9618070927332,9051.359697768268,0.9948484268132438
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-25_x2_ds1fe1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-25/MLPRegressor_-25_x2_ds1fe1/model.pkl,ds1fe1,2,50,25,0,0,0,0,0,0,0,26.12,6.04081897268684e-05,640,5.243901437117991e-05,0.0072414787420236,0.0051865233733004,415.9548559816704,5630.148160457505,0.9982094429037788
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-25_x3_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-25/MLPRegressor_-25_x3_ds1/model.pkl,ds1,3,75,50,25,0,0,0,0,0,0,242.062,0.0006563764957747,2095,0.0007609929013891,0.0275860997857469,0.0199809702608965,1552.6300009600377,16957.209401230823,0.9740155062772272
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-25_x4_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-25/MLPRegressor_-25_x4_ds1/model.pkl,ds1,4,100,75,50,25,0,0,0,0,0,238.895,0.0007156410053496,1566,0.0008225777257226,0.0286806158532666,0.020742893662577,1611.013616175601,17245.500504213607,0.9719126607994444
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-50_x1_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-50/MLPRegressor_-50_x1_ds1/model.pkl,ds1,1,50,0,0,0,0,0,0,0,0,54.378,0.0005447901947839,2467,0.0007628792015934,0.0276202679493425,0.0201273855439945,1566.1140648346973,18042.484629336974,0.973951097587306
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-50_x1_ds1fe1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-50/MLPRegressor_-50_x1_ds1fe1/model.pkl,ds1fe1,1,50,0,0,0,0,0,0,0,0,19.888,4.2259613647197295e-05,882,4.2660287241282105e-05,0.0065314843061345,0.0046171874803458,369.65413854246407,5244.009693604746,0.99854334256731
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-50_x2_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-50/MLPRegressor_-50_x2_ds1/model.pkl,ds1,2,100,50,0,0,0,0,0,0,0,138.731,0.0005680816138169,1562,0.0006247726152915,0.0249954518921255,0.0175582354462026,1372.5464742996912,17822.514650720357,0.9786668179551108
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-50_x2_ds1fe1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-50/MLPRegressor_-50_x2_ds1fe1/model.pkl,ds1fe1,2,100,50,0,0,0,0,0,0,0,63.766,6.0425234224943137e-05,746,4.680635928474608e-05,0.0068415173232804,0.0047585190603719,382.0444046046638,4545.762880004522,0.998401772806553
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-50_x3_ds1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-50/MLPRegressor_-50_x3_ds1/model.pkl,ds1,3,150,100,50,0,0,0,0,0,0,331.703,0.0007532285099389,1752,0.0008283169193201,0.0287804954668975,0.0207883240795072,1624.7592426003723,18957.013564759607,0.971716693084457
05/12/2023 00:00:00,MLPRegressor,MLPRegressor_-50_x3_ds1fe1,Models/neural_networks/mlp_regressor/layer_testing/decremental/-50/MLPRegressor_-50_x3_ds1fe1/model.pkl,ds1fe1,3,150,100,50,0,0,0,0,0,0,139.632,8.111805751636468e-05,797,5.21202674898179e-05,0.0072194367848065,0.0051066627216917,409.66827836633433,4595.581168937346,0.9982203266798598
