,Enrichment,FuelT,WaterT,Pitch,FuelR,WaterD,FuelD,Keff,Std_dev
0,24.430910018030467,664.7826136877034,567.9253253439846,1.642314206654969,0.7142944557574831,0.9768097154896065,9.60096768744399,1.5079874796883437,0.000323109783045524
1,5.249652430798492,407.02465428635514,569.0490235836089,0.8454563848431605,0.2496474419602143,0.7995520759949212,10.268149850907474,-1.0,-1.0
2,82.28032156025904,1363.9008257880876,501.600781205801,1.3792217447079955,0.37087841967537927,0.6974960988505986,10.205288864888661,1.7467442224705303,0.000263991667630578
3,59.50588408369906,317.4872844243643,443.0738448020706,1.5498329952543082,0.5363679900891991,0.9101426736494942,10.211996049927649,-1.0,-1.0
4,19.167943065710507,1460.1834404350739,334.7922305236727,1.9068816979932648,0.6953638361241088,0.8773796567477682,10.25894462511757,1.5410723176467598,0.000356001098547164
5,20.088497025293155,1175.1687035991627,493.91182985987746,0.7352322878522803,0.22555570351403212,0.830256503089363,10.246022504484037,1.5150485829149838,0.00040998864093965917
6,86.67502276539766,1237.6723605117386,597.0149166019839,1.1584954279482318,0.22187202551382282,0.9052987271657542,10.250478139440567,1.8027804296830503,0.0002629661927964759
7,76.53982863082418,552.9532148442772,279.4067191078818,1.0491465038389172,0.3097912361171017,0.969861512159188,9.79086643930151,1.742043830198318,0.00026842991136193285
8,24.866493684578188,1036.3977150619282,293.0981128527815,1.2964621800869742,0.5550634019651551,0.8010838664845937,9.638567872986615,1.474478577451042,0.0003350230747176524
9,77.04867959086314,679.1228294995867,422.32706569750576,1.1013181469254834,0.41576978966583844,0.6600459958313333,9.682496641824379,1.7833209430773238,0.0002224049310424422
10,42.16223507150048,1461.1407640242076,295.651971927406,0.6281980295044359,0.20612075218171336,0.8879076484375901,9.565991004644179,1.5631084718175212,0.00032996789762909705
11,73.32945783102288,1235.8470467280363,575.6210740532731,1.8066733053571387,0.4120348269861064,0.6267766570315193,9.508306294994576,1.7614095360158166,0.0002659045549280795
12,59.531845249022304,1416.073974207926,431.3732549616006,0.8406585537162206,0.23459245780494276,0.7638682959546412,10.373700946518094,1.6624291530785256,0.00027237307431458906
13,60.00726139882078,1314.6569008093338,380.3563873802576,1.3056085677424865,0.20603825475546342,0.957195180862707,10.128815074358206,1.7893737492174653,0.0002819144538514399
14,42.764953347789344,1099.7381949501391,461.1245115620964,0.8538559215508175,0.2211167692902532,0.9252856460488604,9.681234405508626,1.681488299905091,0.0003015661911579129
15,80.2705739686234,468.88057708395695,324.92564853253816,1.292730400871016,0.20227573728513806,0.9708745438888596,10.301869839088969,1.814471110922782,0.0002525070006146788
16,66.82455524011962,1344.635625659388,385.18953566827656,1.5456875840525623,0.6241928536573027,0.7851133001898439,9.824116732798569,1.7474677011847581,0.00024763784762542464
17,77.64083415175044,437.4988503490646,450.9469718436756,1.3419786558831732,0.4632044692534167,0.7535060133722773,9.532454435694454,-1.0,-1.0
18,2.897266904593243,1683.4011195556286,313.8700623112871,1.1485414029869387,0.4670393091887572,0.8113710500119518,9.813469631876675,1.0982976377550402,0.0004558256569673261
19,35.742317232552246,1397.5537339435268,331.48133625416716,1.0952389768430284,0.25984545477233534,0.9289098825473945,10.047319609269364,1.711846640861043,0.0002999768170010698
20,48.85397337539999,1665.3939301948708,310.18244548905136,0.915255542304539,0.2078129148239505,0.8836987053812935,9.864263313362015,1.7151697219404782,0.0003527114430684828
21,62.84724942270975,625.7350813185693,483.2528735489414,1.4313723592206826,0.20461951466445183,0.8049702345663916,10.225132571345236,1.8038731086639364,0.0002698303347159194
22,50.835257364388866,797.0063473003296,540.3547675306768,1.8170631108947433,0.24857770085284278,0.7576610439014763,10.27449530333509,1.7810405347051883,0.0003031493633342396
23,33.1129814667904,1517.5180911845948,305.09908098162117,1.4836404524378237,0.2887243691009733,0.6397167354407455,9.695941751661262,1.7285104040606545,0.00028937226686685113
24,36.86160359348867,1163.0275563897005,387.01879329026326,1.8043166215797815,0.299567122757189,0.9255218609599964,9.626475081588415,1.750048481818055,0.0003111497273519884
25,34.790302533285846,467.82371424300595,554.7229259382713,1.6771116014251501,0.5861494353404239,0.8514878866937408,10.24328632516325,-1.0,-1.0
26,13.326476055419892,674.0775087323552,504.0882643517192,1.0942527491717449,0.21740654957034555,0.7292941320947036,9.897179267733156,1.6727233735578253,0.000373948717638795
27,4.874636974896892,1227.0219086750362,318.3950727943106,1.575060610538538,0.5126054956980197,0.786494351457486,9.70048991801178,1.4393335626976809,0.0004246638299604463
28,67.98381530638716,956.9779292023961,386.570573248945,0.6220929082340948,0.2000006789666943,0.9596506355336106,10.437751741279278,1.6758917810452867,0.00030267552962883094
29,86.56112421163708,1345.0606332276438,330.29428839728627,0.6137450830257852,0.22660613497854537,0.6433037591558318,10.332267380796262,1.8480674280661995,0.0002366876351237324
30,43.55326125741538,295.78479305871673,565.0227242621543,1.445644605887253,0.6297202629472249,0.9909378942902913,9.611463836139038,-1.0,-1.0
31,20.28563022622786,1404.6872650856442,374.35230100811077,1.6530434630562123,0.27985393149145943,0.6538088540058603,9.622617506743133,1.7135988242982,0.00034610708745049553
32,18.75273060778364,1639.0801244149243,320.03477916234954,1.5770874751733355,0.24228015076653475,0.8441040148657875,10.454415162575174,1.679789120742105,0.0003616980258900514
33,45.26308813840817,300.78888231778853,529.3379951665975,0.803190258674016,0.22469242603616885,0.9808181473972437,10.043707670221169,-1.0,-1.0
34,10.429832894281201,669.6291539554027,437.9326979155493,1.455716391330237,0.5708172172719741,0.7633498847843332,10.478340633980308,1.3768634526612658,0.000367937116823875
